Alt (m);Mach number;Throttle;Power (W);SFC (gr/MJ);PCN HP;PCN LP;PCN PT;Inlet airflow (kg/s);Fuel flow (kg/s);eta;ISA dev C;P3 (bar);T3 (K);FAR;Residual thrust (N);Nominal Power (W);;;Power (kW)
2000;0.4;0.46;300000;114.65;0.89;0.76;0.9988;2.42;0.03;0.2;30;7.73;656.6;0.02;190.28;1000600;;;300
2000;0.4;0.77;500000;94.5;0.95;0.89;0.99931;2.94;0.05;0.25;30;9.76;694.61;0.02;395.26;1000600;;;500
2000;0.4;1.07;700000;86.11;0.99;0.97;0.99964;3.39;0.06;0.27;30;11.62;722.34;0.02;633.27;1000600;;;700
2000;0.6;0.42;300000;109.8;0.88;0.72;0.9988;2.46;0.03;0.21;30;7.79;659.63;0.01;16.58;1000600;;;300
2000;0.6;0.7;500000;91.17;0.94;0.85;0.99931;2.98;0.05;0.25;30;9.83;698.39;0.02;186.19;1000600;;;500
2000;0.6;0.98;700000;83.54;0.98;0.93;0.99964;3.44;0.06;0.28;30;11.7;726.71;0.02;393.88;1000600;;;700
2000;0.6;1.27;900000;80;1.02;0.99;0.9999;3.88;0.07;0.29;30;13.55;750.94;0.02;645.95;1000600;;;900
3000;0;0.17;100020;204.08;0.81;0.56;0.9977;1.45;0.02;0.11;30;4.49;581.8;0.02;223.74;1000600;;;100.02
3000;0;0.52;300000;112.85;0.9;0.83;0.9988;2.22;0.03;0.21;30;7.17;650.91;0.02;513.41;1000600;;;300
3000;0;0.87;500000;93.43;0.96;0.94;0.99931;2.72;0.05;0.25;30;9.15;688.04;0.02;796.46;1000600;;;500
3000;0;1.22;700000;86.02;1.01;1.01;0.99964;3.17;0.06;0.27;30;10.98;718.29;0.02;1112.75;1000600;;;700
3000;0.2;0.17;100020;202.35;0.8;0.55;0.9977;1.46;0.02;0.11;30;4.5;582.59;0.02;123.2;1000600;;;100.02
3000;0.2;0.51;300000;112.02;0.9;0.82;0.9988;2.23;0.03;0.21;30;7.18;651.53;0.02;360.08;1000600;;;300
3000;0.2;0.85;500000;92.89;0.96;0.93;0.99931;2.73;0.05;0.25;30;9.16;689.06;0.02;608.32;1000600;;;500
3000;0.2;1.19;700000;85.44;1.01;1.01;0.99964;3.18;0.06;0.27;30;11.01;718.34;0.02;895.68;1000600;;;700
3000;0.4;0.16;100020;196.66;0.8;0.52;0.9977;1.48;0.02;0.12;30;4.52;584.58;0.01;21.06;1000600;;;100.02
3000;0.4;0.49;300000;109.49;0.89;0.79;0.9988;2.25;0.03;0.21;30;7.22;653.34;0.02;205.41;1000600;;;300
3000;0.4;0.81;500000;91.18;0.95;0.91;0.99931;2.75;0.05;0.25;30;9.19;691.57;0.02;419.5;1000600;;;500
3000;0.4;1.14;700000;83.89;1;0.99;0.99964;3.21;0.06;0.28;30;11.06;720.2;0.02;676.71;1000600;;;700
3000;0.6;0.45;300000;105.14;0.88;0.73;0.9988;2.29;0.03;0.22;30;7.27;656.2;0.02;46.05;1000600;;;300
3000;0.6;0.75;500000;88.21;0.94;0.87;0.99931;2.79;0.04;0.26;30;9.25;695.53;0.02;226.3;1000600;;;500
3000;0.6;1.05;700000;81.67;0.99;0.96;0.99964;3.25;0.06;0.28;30;11.12;725.35;0.02;453.41;1000600;;;700
4000;0;0.19;100010;191.73;0.8;0.57;0.9977;1.34;0.02;0.12;30;4.16;577.9;0.02;215.99;1000600;;;100.01
4000;0;0.56;300000;107.73;0.9;0.85;0.9988;2.07;0.03;0.22;30;6.7;647.59;0.02;503.72;1000600;;;300
4000;0;0.93;500000;90.18;0.97;0.95;0.99931;2.56;0.05;0.26;30;8.63;685;0.02;796.26;1000600;;;500
4000;0;1.3;700000;84.61;1.02;1.03;0.99964;2.99;0.06;0.27;30;10.45;720.12;0.02;1131.83;1000600;;;700
4000;0.2;0.18;100020;190.26;0.8;0.57;0.9977;1.35;0.02;0.12;30;4.16;578.81;0.02;124;1000600;;;100.02
4000;0.2;0.55;300000;106.98;0.9;0.84;0.9988;2.07;0.03;0.22;30;6.71;648.31;0.02;362.58;1000600;;;300
4000;0.2;0.91;500000;89.69;0.96;0.95;0.99931;2.57;0.04;0.26;30;8.64;685.98;0.02;621.39;1000600;;;500
4000;0.2;1.28;700000;84.04;1.02;1.03;0.99964;3;0.06;0.28;30;10.48;720.06;0.02;929.19;1000600;;;700
4000;0.4;0.17;100020;185.62;0.79;0.54;0.9977;1.36;0.02;0.12;30;4.18;581.24;0.02;31.06;1000600;;;100.02
4000;0.4;0.52;300000;104.71;0.89;0.81;0.9988;2.09;0.03;0.22;30;6.74;650.18;0.02;220.32;1000600;;;300
4000;0.4;0.87;500000;88.24;0.96;0.93;0.99931;2.58;0.04;0.26;30;8.67;689.07;0.02;446.15;1000600;;;500
4000;0.4;1.22;700000;82.38;1.01;1.01;0.99964;3.04;0.06;0.28;30;10.55;720.19;0.02;727.03;1000600;;;700
4000;0.6;0.48;300000;100.89;0.88;0.76;0.9988;2.13;0.03;0.23;30;6.79;653.13;0.02;74.23;1000600;;;300
4000;0.6;0.81;500000;85.62;0.95;0.89;0.99931;2.62;0.04;0.27;30;8.73;693.2;0.02;267.72;1000600;;;500
4000;0.6;1.13;700000;80.13;1;0.97;0.99964;3.09;0.06;0.29;30;10.62;723.98;0.02;518.86;1000600;;;700
5000;0;0.2;100010;180.39;0.79;0.6;0.9977;1.24;0.02;0.13;30;3.84;573.99;0.02;208.38;1000600;;;100.01
5000;0;0.6;300000;103.04;0.9;0.86;0.9988;1.92;0.03;0.23;30;6.26;644.22;0.02;494.83;1000600;;;300
5000;0;0.99;500000;87.49;0.97;0.98;0.99931;2.41;0.04;0.27;30;8.17;682.91;0.02;802.84;1000600;;;500
5000;0;1.39;700000;83.68;1.03;1.06;0.99964;2.82;0.06;0.28;30;9.99;723.41;0.02;1161.2;1000600;;;700
5000;0.2;0.2;100010;179.2;0.79;0.59;0.9977;1.24;0.02;0.13;30;3.84;575.03;0.02;124.55;1000600;;;100.01
5000;0.2;0.59;300000;102.39;0.9;0.86;0.9988;1.92;0.03;0.23;30;6.26;644.99;0.02;365.16;1000600;;;300
5000;0.2;0.98;500000;87.04;0.97;0.97;0.99931;2.42;0.04;0.27;30;8.18;683.86;0.02;640.07;1000600;;;500
5000;0.2;1.37;700000;83.13;1.03;1.05;0.99964;2.83;0.06;0.28;30;10.01;723.24;0.02;971.62;1000600;;;700
5000;0.4;0.19;100010;175.38;0.78;0.56;0.9977;1.25;0.02;0.13;30;3.86;577.81;0.02;39.91;1000600;;;100.01
5000;0.4;0.56;300000;100.33;0.89;0.83;0.9988;1.94;0.03;0.23;30;6.29;646.99;0.02;234.63;1000600;;;300
5000;0.4;0.93;500000;85.71;0.96;0.95;0.99931;2.43;0.04;0.27;30;8.21;686.75;0.02;477.22;1000600;;;500
5000;0.4;1.31;700000;81.58;1.02;1.03;0.99964;2.87;0.06;0.28;30;10.08;723;0.02;783.52;1000600;;;700
5000;0.6;0.52;300000;96.91;0.88;0.78;0.9988;1.97;0.03;0.24;30;6.34;650.04;0.02;100.88;1000600;;;300
5000;0.6;0.87;500000;83.42;0.95;0.91;0.99931;2.46;0.04;0.28;30;8.26;691.38;0.02;311.67;1000600;;;500
5000;0.6;1.22;700000;79.06;1.01;1;0.99964;2.94;0.06;0.29;30;10.18;723.66;0.02;590.7;1000600;;;700
6000;0;0.22;100010;170.34;0.78;0.62;0.9977;1.14;0.02;0.14;30;3.54;570.84;0.02;201.07;1000600;;;100.01
6000;0;0.65;300000;98.89;0.9;0.88;0.9988;1.78;0.03;0.23;30;5.85;641.42;0.02;488.58;1000600;;;300
6000;0;1.09;500000;85.63;0.98;0.99;0.99931;2.26;0.04;0.27;30;7.74;683.83;0.02;813.15;1000600;;;500
6000;0.2;0.21;100010;169.24;0.78;0.61;0.9977;1.14;0.02;0.14;30;3.55;571.75;0.02;124.98;1000600;;;100.01
6000;0.2;0.64;300000;98.28;0.9;0.87;0.9988;1.79;0.03;0.24;30;5.85;642.16;0.02;369.3;1000600;;;300
6000;0.2;1.06;500000;85.07;0.98;0.99;0.99931;2.27;0.04;0.27;30;7.76;683.86;0.02;663.03;1000600;;;500
6000;0.4;0.2;100010;166.05;0.78;0.58;0.9977;1.15;0.02;0.14;30;3.56;574.66;0.02;48.25;1000600;;;100.01
6000;0.4;0.61;300000;96.51;0.9;0.85;0.9988;1.8;0.03;0.24;30;5.88;644.41;0.02;249.9;1000600;;;300
6000;0.4;1.01;500000;83.63;0.97;0.97;0.99931;2.3;0.04;0.28;30;7.8;685.39;0.02;512.38;1000600;;;500
6000;0.6;0.56;300000;93.33;0.88;0.81;0.9988;1.83;0.03;0.25;30;5.92;647.26;0.02;127.12;1000600;;;300
6000;0.6;0.94;500000;81.6;0.96;0.94;0.99931;2.32;0.04;0.28;30;7.85;690.14;0.02;358.97;1000600;;;500
6000;0.6;1.32;700000;78.95;1.02;1.03;0.99964;2.79;0.06;0.29;30;9.78;727.41;0.02;670.92;1000600;;;700
7000;0;0.24;100010;161.24;0.78;0.63;0.9977;1.04;0.02;0.14;30;3.26;567.97;0.02;193.46;1000600;;;100.01
7000;0;0.72;300000;95.23;0.9;0.9;0.9988;1.66;0.03;0.24;30;5.47;639.01;0.02;484.68;1000600;;;300
7000;0;1.2;500000;84.5;0.99;1.02;0.99931;2.13;0.04;0.27;30;7.36;686.83;0.02;832.64;1000600;;;500
7000;0.2;0.23;100010;160.24;0.77;0.62;0.9977;1.04;0.02;0.14;30;3.26;568.73;0.02;124.81;1000600;;;100.01
7000;0.2;0.7;300000;94.71;0.9;0.89;0.9988;1.66;0.03;0.24;30;5.47;639.86;0.02;375.38;1000600;;;300
7000;0.2;1.17;500000;83.97;0.99;1.01;0.99931;2.14;0.04;0.28;30;7.38;686.7;0.02;693.42;1000600;;;500
7000;0.4;0.22;100010;157.41;0.77;0.59;0.9977;1.05;0.02;0.15;30;3.27;571.46;0.02;55.61;1000600;;;100.01
7000;0.4;0.66;300000;93.12;0.9;0.87;0.9988;1.67;0.03;0.25;30;5.5;642.13;0.02;265.69;1000600;;;300
7000;0.4;1.11;500000;82.38;0.98;0.99;0.99931;2.17;0.04;0.28;30;7.43;686.6;0.02;553.94;1000600;;;500
7000;0.6;0.62;300000;90.26;0.89;0.83;0.9988;1.7;0.03;0.26;30;5.53;645.17;0.02;153.45;1000600;;;300
7000;0.6;1.03;500000;80.24;0.97;0.96;0.99931;2.2;0.04;0.29;30;7.49;689.59;0.02;411.43;1000600;;;500
8000;0;0.27;100010;152.99;0.77;0.65;0.9977;0.95;0.02;0.15;30;2.99;565.73;0.02;186.6;1000600;;;100.01
8000;0;0.8;300000;92.07;0.91;0.91;0.9988;1.54;0.03;0.25;30;5.13;637.27;0.02;484.98;1000600;;;300
8000;0;1.34;500000;83.9;1;1.05;0.99931;2;0.04;0.28;30;7.03;691.84;0.02;858.85;1000600;;;500
8000;0.2;0.26;100010;152.19;0.77;0.64;0.9977;0.95;0.02;0.15;30;2.99;566.59;0.02;124.77;1000600;;;100.01
8000;0.2;0.79;300000;91.61;0.91;0.91;0.9988;1.55;0.03;0.25;30;5.13;638.05;0.02;384.52;1000600;;;300
8000;0.2;1.31;500000;83.38;1;1.04;0.99931;2.01;0.04;0.28;30;7.04;691.35;0.02;729.93;1000600;;;500
8000;0.4;0.25;100010;149.66;0.76;0.61;0.9977;0.95;0.01;0.15;30;3;569.06;0.02;62.53;1000600;;;100.01
8000;0.4;0.74;300000;90.22;0.9;0.89;0.9988;1.56;0.03;0.26;30;5.15;640.6;0.02;283.83;1000600;;;300
8000;0.4;1.23;500000;81.91;0.99;1.02;0.99931;2.04;0.04;0.28;30;7.1;690.69;0.02;601.74;1000600;;;500
8000;0.6;0.68;300000;87.74;0.89;0.86;0.9988;1.58;0.03;0.26;30;5.19;643.98;0.02;181.25;1000600;;;300
8000;0.6;1.14;500000;79.51;0.98;0.99;0.99931;2.09;0.04;0.29;30;7.17;690.84;0.02;469.56;1000600;;;500
0;0;0.060263824;100050;250.3392;0.73089;0.40914;0.9973;2.3035;0.025046;0.0926301;-10;4.8114;490.32;0.012081;251.21;1501808.544;;;
0;0;0.180785448;300140;131.6904;0.81786;0.62754;0.99839;3.4391;0.039526;0.1760867;-10;7.4977;552.01;0.01277;548.2;1501808.544;;;
0;0;0.301270931;500170;104.2447;0.86092;0.7486;0.9989;4.1477;0.05214;0.2224471;-10;9.3398;583.61;0.013968;809.95;1501808.544;;;
0;0;0.421654018;700030;91.7599;0.89057;0.82498;0.99924;4.7062;0.064235;0.252713;-10;10.876;605.58;0.015166;1064.6;1501808.544;;;
0;0;0.542103361;900000;84.6196;0.91795;0.87794;0.99949;5.1954;0.076158;0.2740374;-10;12.269;623;0.016287;1323.75;1501808.544;;;
0;0;0.662570775;1100000;80.0526;0.94375;0.91649;0.99969;5.6553;0.088058;0.2896711;-10;13.599;637.41;0.017301;1595.7;1501808.544;;;
0;0;0.783038188;1300000;77.2479;0.96526;0.95425;0.99986;6.0924;0.10042;0.3001885;-10;14.903;651.23;0.018315;1886.68;1501808.544;;;
0;0;0.903505602;1500000;75.6968;0.98482;0.98596;1;6.4869;0.11355;0.3063395;-10;16.158;666.01;0.019449;2190.58;1501808.544;;;
0;0;1.023973015;1700000;74.8374;1.004;1.0167;1.0001;6.8691;0.12722;0.3098574;-10;17.407;680.45;0.020579;2514.55;1501808.544;;;
0;0.2;0.059173172;100050;246.7408;0.72689;0.40406;0.9973;2.3203;0.024686;0.0939809;-10;4.8263;490.64;0.011821;97.06;1501808.544;;;
0;0.2;0.177436716;300010;130.6804;0.81607;0.61727;0.99839;3.4492;0.039205;0.1774477;-10;7.5074;553.01;0.01263;318.41;1501808.544;;;
0;0.2;0.295718003;500000;103.4032;0.85817;0.7382;0.9989;4.1632;0.051702;0.2242574;-10;9.3556;584.18;0.013798;533.24;1501808.544;;;
0;0.2;0.414005205;700000;91.0935;0.88882;0.81733;0.99924;4.7215;0.063765;0.254562;-10;10.893;606.36;0.015006;750.76;1501808.544;;;
0;0.2;0.532292406;900000;84.0595;0.91538;0.87016;0.99949;5.2113;0.075654;0.2758633;-10;12.287;623.77;0.01613;977.44;1501808.544;;;
0;0.2;0.650579607;1100000;79.6116;0.94132;0.91114;0.99969;5.6684;0.087573;0.2912758;-10;13.615;638.5;0.017166;1218.67;1501808.544;;;
0;0.2;0.768866809;1300000;76.7701;0.96381;0.94673;0.99986;6.1129;0.099801;0.3020567;-10;14.927;651.88;0.018141;1481.39;1501808.544;;;
0;0.2;0.88715401;1500000;75.1699;0.98258;0.98022;1;6.5169;0.11275;0.308487;-10;16.194;666.1;0.019224;1760.43;1501808.544;;;
0;0.2;1.005441211;1700000;74.3465;1.0016;1.0096;1.0001;6.9012;0.12639;0.3119036;-10;17.447;680.48;0.020349;2059.8;1501808.544;;;
0;0.4;0.16835578;300010;127.365;0.81073;0.5882;0.99839;3.4816;0.038211;0.1820668;-10;7.5387;555.85;0.012195;86.22;1501808.544;;;
0;0.4;0.280583614;500000;100.7143;0.8505;0.70466;0.9989;4.2106;0.050357;0.2302447;-10;9.4013;585.84;0.013289;253.23;1501808.544;;;
0;0.4;0.392817059;700000;89.0636;0.88407;0.7913;0.99924;4.768;0.062345;0.2603638;-10;10.941;608.62;0.014529;434.27;1501808.544;;;
0;0.4;0.505050505;900000;82.3765;0.90908;0.84681;0.99949;5.259;0.074139;0.2814993;-10;12.339;626.17;0.015665;629.09;1501808.544;;;
0;0.4;0.617283951;1100000;78.2046;0.93385;0.89176;0.99969;5.7136;0.086025;0.2965161;-10;13.667;641.28;0.01673;840.55;1501808.544;;;
0;0.4;0.729517396;1300000;75.4542;0.95728;0.92715;0.99986;6.1631;0.09809;0.3073247;-10;14.987;654.58;0.017685;1074.18;1501808.544;;;
0;0.4;0.841750842;1500000;73.7153;0.97717;0.96057;1;6.5945;0.11057;0.3145743;-10;16.287;667.27;0.018631;1328.68;1501808.544;;;
0;0.4;0.953984287;1700000;72.8773;0.99481;0.99182;1.0001;6.9962;0.12389;0.3181916;-10;17.564;680.76;0.019676;1605.26;1501808.544;;;
0;0.4;1.066217733;1900000;72.525;1.0126;1.0193;1.0002;7.3784;0.1378;0.3197373;-10;18.823;694.35;0.020752;1900.45;1501808.544;;;
0;0.6;0.361663653;700000;85.544;0.87303;0.73779;0.99924;4.8518;0.059881;0.2710761;-10;11.027;611.61;0.013716;108.6;1501808.544;;;
0;0.6;0.464996125;900000;79.4671;0.90107;0.80611;0.99949;5.3436;0.07152;0.2918055;-10;12.432;629.98;0.014874;271.74;1501808.544;;;
0;0.6;0.568328597;1100000;75.6873;0.92299;0.8538;0.99969;5.8011;0.083256;0.3063782;-10;13.767;645.21;0.015949;454.35;1501808.544;;;
0;0.6;0.671661069;1300000;73.2663;0.94489;0.89452;0.99986;6.2457;0.095246;0.3165021;-10;15.084;659.09;0.016947;659.03;1501808.544;;;
0;0.6;0.774993542;1500000;71.6826;0.96663;0.93068;1;6.6832;0.10752;0.3234948;-10;16.396;671.86;0.017878;886.04;1501808.544;;;
0;0.6;0.878326014;1700000;70.6572;0.98655;0.95853;1.0001;7.1274;0.12012;0.3281891;-10;17.726;683.2;0.018728;1137.81;1501808.544;;;
0;0.6;0.981658486;1900000;70.2376;1.0021;0.98997;1.0002;7.5408;0.13345;0.3301498;-10;19.028;695.28;0.019666;1410.48;1501808.544;;;
0;0.6;1.084990958;2100000;70.2411;1.0184;1.0163;1.0003;7.9305;0.14751;0.3301334;-10;20.309;707.85;0.020669;1702.79;1501808.544;;;
1000;0;0.06407711;100050;235.4961;0.72997;0.42141;0.9973;2.1385;0.023561;0.0984684;-10;4.4704;486.92;0.012242;242.19;1501808.544;;;
1000;0;0.192141668;300010;124.603;0.81406;0.64879;0.99839;3.2219;0.037382;0.1861025;-10;7.0202;547.23;0.012892;535.05;1501808.544;;;
1000;0;0.320225439;500000;99.5082;0.8597;0.76968;0.9989;3.8904;0.049754;0.2330354;-10;8.7714;579.07;0.01421;795.14;1501808.544;;;
1000;0;0.448315614;700000;88.1087;0.89116;0.84108;0.99924;4.4296;0.061676;0.2631856;-10;10.257;601.04;0.015471;1053.41;1501808.544;;;
1000;0;0.57640579;900000;81.7022;0.92142;0.89262;0.99949;4.91;0.073532;0.2838227;-10;11.624;618.66;0.01664;1321.16;1501808.544;;;
1000;0;0.704495965;1100000;77.7565;0.94821;0.93355;0.99969;5.3693;0.085532;0.2982252;-10;12.952;633.7;0.0177;1608.26;1501808.544;;;
1000;0;0.832586141;1300000;75.7287;0.97008;0.97105;0.99986;5.7802;0.098447;0.3062107;-10;14.229;650.02;0.018924;1912.37;1501808.544;;;
1000;0;0.960676316;1500000;74.6765;0.99168;1.0054;1;6.1709;0.11201;0.3105254;-10;15.49;666.17;0.020169;2237.6;1501808.544;;;
1000;0;1.088766492;1700000;74.1724;1.0125;1.0417;1.0001;6.5519;0.12609;0.3126355;-10;16.747;681.68;0.021384;2583.89;1501808.544;;;
1000;0.2;0.062956204;100050;232.3642;0.72622;0.41607;0.9973;2.1533;0.023248;0.0997956;-10;4.4839;487.27;0.011996;100.83;1501808.544;;;
1000;0.2;0.188780518;300010;123.5514;0.81199;0.63869;0.99839;3.2331;0.037067;0.1876865;-10;7.0312;548;0.012739;322.44;1501808.544;;;
1000;0.2;0.31462371;500000;98.7669;0.85825;0.75941;0.9989;3.9031;0.049384;0.2347844;-10;8.7855;579.79;0.014056;538.84;1501808.544;;;
1000;0.2;0.440473194;700000;87.5199;0.88934;0.83309;0.99924;4.4426;0.061264;0.2649562;-10;10.271;601.87;0.015322;761.46;1501808.544;;;
1000;0.2;0.566322678;900000;81.2317;0.91907;0.88762;0.99949;4.9221;0.073109;0.2854664;-10;11.638;619.66;0.016503;997.65;1501808.544;;;
1000;0.2;0.692172162;1100000;77.296;0.94629;0.92619;0.99969;5.386;0.085026;0.3000018;-10;12.972;634.44;0.017541;1255.16;1501808.544;;;
1000;0.2;0.818021646;1300000;75.2041;0.96788;0.96546;0.99986;5.807;0.097765;0.3083466;-10;14.261;650.11;0.018706;1533.6;1501808.544;;;
1000;0.2;0.94387113;1500000;74.1904;0.98933;0.99851;1;6.1997;0.11129;0.3125597;-10;15.526;666.19;0.019945;1833.88;1501808.544;;;
1000;0.2;1.069720614;1700000;73.7124;1.0099;1.0333;1.0001;6.583;0.12531;0.3145866;-10;16.787;681.59;0.02115;2156.09;1501808.544;;;
1000;0.4;0.179410358;300010;120.4909;0.80637;0.60916;0.99839;3.2643;0.036148;0.1924539;-10;7.0615;550.61;0.012305;107.49;1501808.544;;;
1000;0.4;0.299007296;500000;96.3707;0.85047;0.7273;0.9989;3.9452;0.048185;0.2406222;-10;8.826;581.49;0.013571;279.67;1501808.544;;;
1000;0.4;0.418610214;700000;85.6922;0.8843;0.8095;0.99924;4.4847;0.059985;0.2706074;-10;10.317;604.19;0.014862;467.67;1501808.544;;;
1000;0.4;0.538213132;900000;79.6995;0.91155;0.86462;0.99949;4.9661;0.07173;0.2909544;-10;11.688;621.97;0.016049;673.01;1501808.544;;;
1000;0.4;0.657816051;1100000;76.0613;0.9389;0.90853;0.99969;5.4241;0.083667;0.3048715;-10;13.019;637.55;0.017139;900.62;1501808.544;;;
1000;0.4;0.777418969;1300000;73.7788;0.96282;0.94545;0.99986;5.8734;0.095912;0.3143033;-10;14.341;651.44;0.018145;1153.16;1501808.544;;;
1000;0.4;0.897021887;1500000;72.7362;0.98271;0.98088;1;6.2851;0.1091;0.3188086;-10;15.631;666.47;0.019288;1430.5;1501808.544;;;
1000;0.4;1.016624806;1700000;72.3327;1.0027;1.012;1.0001;6.6747;0.12297;0.3205872;-10;16.902;681.59;0.02047;1729.45;1501808.544;;;
1000;0.6;0.275892512;500000;92.2357;0.83899;0.68312;0.9989;4.0216;0.046118;0.2514094;-10;8.9036;584.4;0.012743;12.24;1501808.544;;;
1000;0.6;0.386249517;700000;82.5381;0.87506;0.76326;0.99924;4.5597;0.057777;0.2809481;-10;10.396;607.54;0.01408;165.95;1501808.544;;;
1000;0.6;0.496606522;900000;77.1008;0.90276;0.82628;0.99949;5.0419;0.069391;0.3007611;-10;11.773;625.92;0.015293;340.95;1501808.544;;;
1000;0.6;0.606963527;1100000;73.8149;0.92672;0.87442;0.99969;5.5014;0.081196;0.3141499;-10;13.11;641.69;0.0164;539.83;1501808.544;;;
1000;0.6;0.717320532;1300000;71.8012;0.95156;0.91656;0.99986;5.9472;0.093341;0.3229605;-10;14.43;656.23;0.01744;763.54;1501808.544;;;
1000;0.6;0.827677537;1500000;70.537;0.97449;0.9481;1;6.4028;0.10581;0.3287484;-10;15.778;668.9;0.01836;1016.24;1501808.544;;;
1000;0.6;0.938034542;1700000;70.0536;0.99202;0.9835;1.0001;6.8255;0.11909;0.331017;-10;17.092;682.22;0.019387;1292.45;1501808.544;;;
1000;0.6;1.048391547;1900000;70.1285;1.0105;1.0119;1.0002;7.2185;0.13324;0.3306635;-10;18.383;696.43;0.020511;1590.95;1501808.544;;;
2000;0;0.068410256;100050;221.4927;0.72859;0.43527;0.9973;1.986;0.02216;0.1046939;-10;4.1551;483.66;0.012398;234.09;1501808.544;;;
2000;0;0.205135043;300010;118.1463;0.81108;0.66661;0.99839;3.0119;0.035445;0.196273;-10;6.5663;542.78;0.013076;522.58;1501808.544;;;
2000;0;0.341880342;500000;95.1186;0.85852;0.78772;0.9989;3.6503;0.047559;0.2437896;-10;8.2435;574.68;0.014477;783.35;1501808.544;;;
2000;0;0.478632479;700000;84.7733;0.89293;0.85773;0.99924;4.171;0.059341;0.2735407;-10;9.6818;596.71;0.015808;1046.38;1501808.544;;;
2000;0;0.615384615;900000;79.035;0.92537;0.90577;0.99949;4.6508;0.071131;0.2934008;-10;11.038;614.28;0.016994;1326.61;1501808.544;;;
2000;0;0.752136752;1100000;76.0304;0.95207;0.95161;0.99969;5.089;0.083633;0.3049957;-10;12.347;631.84;0.018261;1628.5;1501808.544;;;
2000;0;0.888888889;1300000;74.6358;0.97672;0.99;0.99986;5.4897;0.097027;0.3106944;-10;13.621;650.06;0.019639;1952.23;1501808.544;;;
2000;0;1.025641026;1500000;73.9945;1.0002;1.031;1;5.8803;0.11099;0.3133874;-10;14.892;667.37;0.020973;2300.81;1501808.544;;;
2000;0.2;0.067215317;100050;218.7624;0.7254;0.42967;0.9973;1.9991;0.021887;0.1060005;-10;4.1672;484.05;0.012165;104.46;1501808.544;;;
2000;0.2;0.201551898;300010;117.1042;0.80869;0.65923;0.99839;3.0239;0.035132;0.1980197;-10;6.5779;543.36;0.012909;326.26;1501808.544;;;
2000;0.2;0.335908633;500000;94.4277;0.85701;0.77909;0.9989;3.6621;0.047214;0.2455734;-10;8.2558;575.42;0.014326;545.58;1501808.544;;;
2000;0.2;0.470272086;700000;84.222;0.89049;0.85014;0.99924;4.1837;0.058955;0.2753312;-10;9.6956;597.44;0.015658;774.9;1501808.544;;;
2000;0.2;0.604635539;900000;78.6127;0.92293;0.89968;0.99949;4.6616;0.070751;0.2949769;-10;11.051;615.29;0.016864;1023.96;1501808.544;;;
2000;0.2;0.738998992;1100000;75.4953;0.94993;0.94626;0.99969;5.1128;0.083045;0.3071573;-10;12.375;631.92;0.018047;1298.94;1501808.544;;;
2000;0.2;0.873362445;1300000;74.1457;0.97439;0.98326;0.99986;5.5155;0.096389;0.3127483;-10;13.652;650.07;0.019418;1597.34;1501808.544;;;
2000;0.2;1.007725899;1500000;73.5373;0.99764;1.0226;1;5.9083;0.11031;0.3153356;-10;14.926;667.28;0.020745;1921.32;1501808.544;;;
2000;0.4;0.191736435;300010;114.1869;0.80256;0.63067;0.99839;3.0557;0.034257;0.2030788;-10;6.6086;545.46;0.012456;127.73;1501808.544;;;
2000;0.4;0.319550073;500000;92.3153;0.85069;0.75129;0.9989;3.6994;0.046158;0.2511927;-10;8.2941;577.34;0.013863;305.99;1501808.544;;;
2000;0.4;0.447370103;700000;82.6167;0.88524;0.82717;0.99924;4.2201;0.057832;0.280681;-10;9.7361;599.89;0.015226;502.06;1501808.544;;;
2000;0.4;0.575190132;900000;77.3302;0.91604;0.88379;0.99949;4.6953;0.069597;0.2998692;-10;11.091;618.27;0.01647;720.62;1501808.544;;;
2000;0.4;0.703010162;1100000;74.1704;0.94476;0.92485;0.99969;5.1629;0.081587;0.3126439;-10;12.435;633.88;0.017559;967.59;1501808.544;;;
2000;0.4;0.830830191;1300000;72.6991;0.96796;0.96627;0.99986;5.5912;0.094509;0.3189712;-10;13.744;650.37;0.018781;1242.75;1501808.544;;;
2000;0.4;0.95865022;1500000;72.1837;0.99059;1.0014;1;5.9896;0.10828;0.3212488;-10;15.029;667.31;0.020086;1543.31;1501808.544;;;
2000;0.4;1.08647025;1700000;72.1533;1.0124;1.0387;1.0001;6.3804;0.12266;0.3213844;-10;16.316;683.6;0.02136;1869.14;1501808.544;;;
2000;0.6;0.295718003;500000;88.6659;0.83917;0.6994;0.9989;3.7663;0.044333;0.2615317;-10;8.3615;580.12;0.013079;59.23;1501808.544;;;
2000;0.6;0.414005205;700000;79.774;0.87769;0.78744;0.99924;4.2876;0.055842;0.2906829;-10;9.8093;603.53;0.014472;222.4;1501808.544;;;
2000;0.6;0.532292406;900000;74.9839;0.9054;0.84628;0.99949;4.7647;0.067486;0.309252;-10;11.171;622.16;0.015738;411.72;1501808.544;;;
2000;0.6;0.650579607;1100000;72.2247;0.93299;0.89622;0.99969;5.2255;0.079447;0.3210665;-10;12.511;638.76;0.016894;629.57;1501808.544;;;
2000;0.6;0.768866809;1300000;70.5754;0.95887;0.93311;0.99986;5.6882;0.091748;0.3285696;-10;13.861;653.15;0.017925;877.49;1501808.544;;;
