Alt (m);Mach number;Throttle;Power (W);SFC (gr/MJ);PCN HP;PCN LP;PCN PT;Inlet airflow (kg/s);Fuel flow (kg/s);eta;ISA dev C;P3 (bar);T3 (K);FAR;Residual thrust (N);Nominal Power (W);;;Power (kW)
0;0;1.1;1099800;83.24;1.01;1.02;1.0001;4.91;0.09;0.28;0;16.9;707.22;0.02;1793.6;1000600;;;1099.8
0;0.2;0.1;100020;234.68;0.78;0.48;0.9977;1.96;0.02;0.1;0;5.76;541.9;0.01;125.49;1000600;;;100.02
0;0.2;0.29;300000;125.79;0.86;0.73;0.9988;2.94;0.04;0.18;0;9.02;606.01;0.01;371.69;1000600;;;300
0;0.2;0.49;500000;101.56;0.91;0.85;0.99931;3.55;0.05;0.23;0;11.28;640.6;0.02;613.27;1000600;;;500
0;0.2;0.69;700000;90.78;0.95;0.92;0.99964;4.05;0.06;0.26;0;13.24;665;0.02;867.49;1000600;;;700
0;0.2;0.88;900000;85.16;0.98;0.97;0.9999;4.52;0.08;0.27;0;15.13;685.36;0.02;1150.61;1000600;;;900
0;0.2;1.08;1100000;82.66;1.01;1.02;1.0001;4.94;0.09;0.28;0;16.94;707.24;0.02;1462.18;1000600;;;1100
0;0.4;0.28;300000;122.42;0.86;0.7;0.9988;2.97;0.04;0.19;0;9.06;607.69;0.01;170.38;1000600;;;300
0;0.4;0.46;500000;99.33;0.91;0.82;0.99931;3.58;0.05;0.23;0;11.33;642.83;0.02;371.41;1000600;;;500
0;0.4;0.65;700000;89.04;0.94;0.9;0.99964;4.08;0.06;0.26;0;13.29;667.38;0.02;592.23;1000600;;;700
0;0.4;0.83;900000;83.64;0.98;0.95;0.9999;4.56;0.08;0.28;0;15.19;687.7;0.02;844.58;1000600;;;900
0;0.4;1.02;1100000;80.94;1.01;1;1.0001;5.01;0.09;0.29;0;17.05;707.33;0.02;1130.77;1000600;;;1100
0;0.6;0.43;500000;95.46;0.9;0.77;0.99931;3.64;0.05;0.24;0;11.41;645.87;0.01;122.84;1000600;;;500
0;0.6;0.6;700000;86.04;0.93;0.86;0.99964;4.15;0.06;0.27;0;13.39;671.17;0.02;310.88;1000600;;;700
0;0.6;0.77;900000;81.2;0.96;0.92;0.9999;4.62;0.07;0.29;0;15.28;692.3;0.02;532.04;1000600;;;900
0;0.6;0.94;1100000;78.55;1;0.96;1.0001;5.09;0.09;0.3;0;17.19;710.69;0.02;789.68;1000600;;;1100
0;0.6;1.11;1300000;77.42;1.02;1.01;1.0003;5.53;0.1;0.3;0;19.08;728.77;0.02;1083.84;1000600;;;1300
1000;0;0.11;100020;223.31;0.78;0.5;0.9977;1.81;0.02;0.1;0;5.34;537.56;0.01;249.04;1000600;;;100.02
1000;0;0.32;300000;120.67;0.86;0.76;0.9988;2.74;0.04;0.19;0;8.43;601.4;0.01;557.7;1000600;;;300
1000;0;0.53;500000;98.03;0.91;0.87;0.99931;3.32;0.05;0.24;0;10.6;635.37;0.02;841.93;1000600;;;500
1000;0;0.74;700000;88.2;0.96;0.94;0.99964;3.82;0.06;0.26;0;12.54;659.76;0.02;1141.63;1000600;;;700
1000;0;0.96;900000;83.92;0.99;0.99;0.9999;4.26;0.08;0.28;0;14.39;684.15;0.02;1470.59;1000600;;;900
1000;0;1.17;1100000;82.19;1.02;1.04;1.0001;4.67;0.09;0.28;0;16.21;708.4;0.02;1833.14;1000600;;;1100
1000;0.2;0.1;100020;220.91;0.78;0.5;0.9977;1.82;0.02;0.1;0;5.35;538.04;0.01;127.13;1000600;;;100.02
1000;0.2;0.31;300000;119.68;0.86;0.75;0.9988;2.75;0.04;0.19;0;8.44;601.94;0.01;373.8;1000600;;;300
1000;0.2;0.52;500000;97.39;0.91;0.86;0.99931;3.33;0.05;0.24;0;10.62;636.21;0.02;619.04;1000600;;;500
1000;0.2;0.73;700000;87.71;0.95;0.93;0.99964;3.83;0.06;0.26;0;12.55;660.73;0.02;885.44;1000600;;;700
1000;0.2;0.94;900000;83.34;0.99;0.99;0.9999;4.28;0.08;0.28;0;14.42;684.18;0.02;1186.28;1000600;;;900
1000;0.2;1.15;1100000;81.66;1.02;1.04;1.0001;4.7;0.09;0.28;0;16.25;708.3;0.02;1522.12;1000600;;;1100
1000;0.4;0.1;100020;213.43;0.77;0.48;0.9977;1.85;0.02;0.11;0;5.39;539.33;0.01;2.78;1000600;;;100.02
1000;0.4;0.3;300000;116.68;0.85;0.71;0.9988;2.78;0.04;0.2;0;8.48;603.49;0.01;187.97;1000600;;;300
1000;0.4;0.49;500000;95.4;0.91;0.84;0.99931;3.36;0.05;0.24;0;10.66;638.52;0.02;394.84;1000600;;;500
1000;0.4;0.69;700000;86.24;0.95;0.91;0.99964;3.86;0.06;0.27;0;12.6;663.8;0.02;628.38;1000600;;;700
1000;0.4;0.89;900000;81.7;0.98;0.97;0.9999;4.33;0.07;0.28;0;14.5;685.1;0.02;901.07;1000600;;;900
1000;0.4;1.09;1100000;80.07;1.01;1.02;1.0001;4.76;0.09;0.29;0;16.36;708.22;0.02;1211.91;1000600;;;1100
1000;0.6;0.45;500000;91.94;0.9;0.79;0.99931;3.42;0.05;0.25;0;10.74;641.92;0.01;164.85;1000600;;;500
1000;0.6;0.64;700000;83.52;0.93;0.88;0.99964;3.91;0.06;0.28;0;12.68;667.55;0.02;366.38;1000600;;;700
1000;0.6;0.82;900000;79.45;0.97;0.94;0.9999;4.39;0.07;0.29;0;14.6;689.62;0.02;608.56;1000600;;;900
1000;0.6;1;1100000;77.53;1;0.99;1.0001;4.86;0.09;0.3;0;16.52;709.32;0.02;893.34;1000600;;;1100
1000;0.6;1.18;1300000;77.27;1.03;1.03;1.0003;5.29;0.1;0.3;0;18.41;730.61;0.02;1216.69;1000600;;;1300
2000;0;0.11;100020;209.81;0.77;0.52;0.9977;1.68;0.02;0.11;0;4.96;533.39;0.01;240.46;1000600;;;100.02
2000;0;0.34;300000;114.84;0.86;0.78;0.9988;2.56;0.03;0.2;0;7.89;597.1;0.01;545.28;1000600;;;300
2000;0;0.57;500000;94.2;0.92;0.89;0.99931;3.12;0.05;0.25;0;9.99;631.26;0.02;833.7;1000600;;;500
2000;0;0.8;700000;85.68;0.96;0.96;0.99964;3.61;0.06;0.27;0;11.92;656.79;0.02;1149.32;1000600;;;700
2000;0;1.02;900000;82.63;1;1.01;0.9999;4.04;0.07;0.28;0;13.75;684.7;0.02;1497.95;1000600;;;900
2000;0.2;0.11;100020;207.85;0.77;0.51;0.9977;1.69;0.02;0.11;0;4.97;534.01;0.01;128.64;1000600;;;100.02
2000;0.2;0.33;300000;113.97;0.86;0.77;0.9988;2.57;0.03;0.2;0;7.9;597.67;0.01;375.6;1000600;;;300
2000;0.2;0.56;500000;93.61;0.91;0.88;0.99931;3.13;0.05;0.25;0;10;631.99;0.02;626.93;1000600;;;500
2000;0.2;0.78;700000;85.15;0.96;0.95;0.99964;3.63;0.06;0.27;0;11.93;657.39;0.02;910.2;1000600;;;700
2000;0.2;1;900000;82.08;0.99;1.01;0.9999;4.06;0.07;0.28;0;13.78;684.64;0.02;1231.94;1000600;;;900
2000;0.4;0.11;100020;201.59;0.76;0.49;0.9977;1.71;0.02;0.12;0;5;535.66;0.01;14.92;1000600;;;100.02
2000;0.4;0.32;300000;111.3;0.85;0.74;0.9988;2.59;0.03;0.21;0;7.93;599.29;0.01;204.28;1000600;;;300
2000;0.4;0.53;500000;91.84;0.91;0.86;0.99931;3.16;0.05;0.25;0;10.04;634.35;0.02;419.1;1000600;;;500
2000;0.4;0.74;700000;83.75;0.95;0.93;0.99964;3.65;0.06;0.28;0;11.98;660.09;0.02;670.03;1000600;;;700
2000;0.4;0.95;900000;80.45;0.99;0.99;0.9999;4.12;0.07;0.29;0;13.88;684.7;0.02;966.26;1000600;;;900
2000;0.4;1.16;1100000;79.58;1.02;1.04;1.0001;4.54;0.09;0.29;0;15.74;710.19;0.02;1303.35;1000600;;;1100
2000;0.6;0.29;300000;106.69;0.84;0.69;0.9988;2.64;0.03;0.22;0;8;601.97;0.01;27.59;1000600;;;300
2000;0.6;0.48;500000;88.74;0.9;0.82;0.99931;3.2;0.04;0.26;0;10.11;637.96;0.02;206.37;1000600;;;500
2000;0.6;0.68;700000;81.39;0.94;0.9;0.99964;3.7;0.06;0.28;0;12.05;664.48;0.02;425.61;1000600;;;700
2000;0.6;0.87;900000;78.03;0.98;0.96;0.9999;4.19;0.07;0.3;0;14;686.96;0.02;693.07;1000600;;;900
2000;0.6;1.06;1100000;77.12;1.01;1.01;1.0001;4.64;0.08;0.3;0;15.91;710.24;0.02;1006.12;1000600;;;1100
3000;0;0.12;100020;196.94;0.77;0.54;0.9977;1.56;0.02;0.12;0;4.61;529.01;0.01;232.77;1000600;;;100.02
3000;0;0.37;300000;109.44;0.86;0.8;0.9988;2.39;0.03;0.21;0;7.38;592.75;0.02;534.34;1000600;;;300
3000;0;0.61;500000;90.68;0.92;0.9;0.99931;2.93;0.05;0.26;0;9.42;626.84;0.02;829.85;1000600;;;500
3000;0;0.85;700000;83.85;0.97;0.97;0.99964;3.41;0.06;0.28;0;11.33;656.27;0.02;1161.6;1000600;;;700
3000;0;1.1;900000;81.72;1.01;1.04;0.9999;3.84;0.07;0.28;0;13.18;686.36;0.02;1536.6;1000600;;;900
3000;0.2;0.12;100020;195.43;0.77;0.53;0.9977;1.57;0.02;0.12;0;4.62;529.8;0.01;130.18;1000600;;;100.02
3000;0.2;0.36;300000;108.68;0.86;0.79;0.9988;2.39;0.03;0.21;0;7.39;593.42;0.02;377.86;1000600;;;300
3000;0.2;0.6;500000;90.19;0.92;0.89;0.99931;2.94;0.05;0.26;0;9.43;627.83;0.02;637.6;1000600;;;500
3000;0.2;0.84;700000;83.27;0.96;0.97;0.99964;3.43;0.06;0.28;0;11.35;656.28;0.02;939.32;1000600;;;700
3000;0.2;1.08;900000;81.22;1;1.03;0.9999;3.86;0.07;0.29;0;13.21;686.14;0.02;1287.18;1000600;;;900
3000;0.4;0.11;100020;190.33;0.76;0.51;0.9977;1.59;0.02;0.12;0;4.64;531.87;0.01;26.18;1000600;;;100.02
3000;0.4;0.34;300000;106.3;0.85;0.76;0.9988;2.42;0.03;0.22;0;7.42;595.13;0.01;220.2;1000600;;;300
3000;0.4;0.57;500000;88.59;0.91;0.87;0.99931;2.97;0.04;0.26;0;9.47;630.27;0.02;444.56;1000600;;;500
3000;0.4;0.79;700000;81.66;0.96;0.95;0.99964;3.47;0.06;0.28;0;11.42;657.06;0.02;716.6;1000600;;;700
3000;0.4;1.02;900000;79.71;1;1.01;0.9999;3.91;0.07;0.29;0;13.3;686.03;0.02;1039.13;1000600;;;900
3000;0.6;0.31;300000;102.22;0.84;0.71;0.9988;2.46;0.03;0.23;0;7.48;597.76;0.01;57.87;1000600;;;300
3000;0.6;0.52;500000;85.85;0.9;0.84;0.99931;3.01;0.04;0.27;0;9.53;634.1;0.02;248.02;1000600;;;500
3000;0.6;0.73;700000;79.57;0.95;0.92;0.99964;3.51;0.06;0.29;0;11.48;661.82;0.02;488.45;1000600;;;700
3000;0.6;0.94;900000;77.17;0.99;0.98;0.9999;4;0.07;0.3;0;13.45;686.19;0.02;784.95;1000600;;;900
3000;0.6;1.15;1100000;77.39;1.02;1.04;1.0001;4.44;0.09;0.3;0;15.39;713.4;0.02;1137.6;1000600;;;1100
4000;0;0.13;100020;185.05;0.76;0.56;0.9977;1.45;0.02;0.13;0;4.27;523.95;0.01;224.53;1000600;;;100.02
4000;0;0.39;300000;104.5;0.86;0.81;0.9988;2.22;0.03;0.22;0;6.9;588.33;0.02;524.45;1000600;;;300
4000;0;0.66;500000;87.61;0.92;0.91;0.99931;2.77;0.04;0.26;0;8.91;623.01;0.02;831.97;1000600;;;500
4000;0;0.92;700000;82.54;0.97;0.99;0.99964;3.23;0.06;0.28;0;10.8;656.96;0.02;1184.69;1000600;;;700
4000;0;1.18;900000;81.39;1.02;1.07;0.9999;3.65;0.07;0.28;0;12.68;689.94;0.02;1588.93;1000600;;;900
4000;0.2;0.13;100010;183.76;0.76;0.55;0.9977;1.45;0.02;0.13;0;4.27;524.89;0.01;130.76;1000600;;;100.01
4000;0.2;0.39;300000;103.8;0.86;0.8;0.9988;2.23;0.03;0.22;0;6.91;589.02;0.02;380.42;1000600;;;300
4000;0.2;0.64;500000;87.15;0.92;0.91;0.99931;2.77;0.04;0.27;0;8.92;623.85;0.02;653.07;1000600;;;500
4000;0.2;0.9;700000;82.01;0.97;0.99;0.99964;3.24;0.06;0.28;0;10.83;656.88;0.02;977.49;1000600;;;700
4000;0.2;1.16;900000;80.88;1.01;1.06;0.9999;3.67;0.07;0.29;0;12.72;689.36;0.02;1355.66;1000600;;;900
4000;0.4;0.12;100020;179.55;0.75;0.52;0.9977;1.46;0.02;0.13;0;4.29;527.35;0.01;36.16;1000600;;;100.02
4000;0.4;0.37;300000;101.67;0.85;0.78;0.9988;2.25;0.03;0.23;0;6.94;590.83;0.02;235.4;1000600;;;300
4000;0.4;0.61;500000;85.8;0.91;0.89;0.99931;2.79;0.04;0.27;0;8.95;626.71;0.02;473.86;1000600;;;500
4000;0.4;0.86;700000;80.43;0.96;0.97;0.99964;3.28;0.06;0.29;0;10.9;656.89;0.02;770.75;1000600;;;700
4000;0.4;1.1;900000;79.47;1.01;1.04;0.9999;3.72;0.07;0.29;0;12.81;688.78;0.02;1124.27;1000600;;;900
4000;0.6;0.34;300000;98.06;0.84;0.73;0.9988;2.29;0.03;0.24;0;6.98;593.58;0.01;86.54;1000600;;;300
4000;0.6;0.56;500000;83.36;0.9;0.86;0.99931;2.83;0.04;0.28;0;9.01;630.69;0.02;291.7;1000600;;;500
4000;0.6;0.79;700000;78.12;0.95;0.94;0.99964;3.34;0.05;0.3;0;11;659.29;0.02;558.24;1000600;;;700
4000;0.6;1.01;900000;77.14;0.99;1;0.9999;3.81;0.07;0.3;0;12.96;688.59;0.02;887.88;1000600;;;900
5000;0;0.14;100010;174.32;0.75;0.58;0.9977;1.33;0.02;0.13;0;3.95;519.5;0.01;216.99;1000600;;;100.01
5000;0;0.43;300000;99.97;0.86;0.83;0.9988;2.07;0.03;0.23;0;6.45;584.03;0.02;516.29;1000600;;;300
5000;0;0.71;500000;85.15;0.93;0.93;0.99931;2.61;0.04;0.27;0;8.45;620.43;0.02;840.01;1000600;;;500
5000;0;0.99;700000;81.67;0.98;1.02;0.99964;3.06;0.06;0.28;0;10.34;658.81;0.02;1217.5;1000600;;;700
5000;0;1.28;900000;82.24;1.03;1.1;0.9999;3.45;0.07;0.28;0;12.21;699.57;0.02;1654.63;1000600;;;900
5000;0.2;0.14;100010;173.14;0.75;0.57;0.9977;1.34;0.02;0.13;0;3.95;520.33;0.01;131.51;1000600;;;100.01
5000;0.2;0.42;300000;99.34;0.86;0.82;0.9988;2.08;0.03;0.23;0;6.46;584.68;0.02;383.8;1000600;;;300
5000;0.2;0.7;500000;84.63;0.92;0.93;0.99931;2.62;0.04;0.27;0;8.46;620.77;0.02;673.98;1000600;;;500
5000;0.2;0.98;700000;81.16;0.98;1.01;0.99964;3.07;0.06;0.29;0;10.36;658.67;0.02;1023.78;1000600;;;700
5000;0.2;1.25;900000;81.6;1.03;1.1;0.9999;3.48;0.07;0.28;0;12.26;697.67;0.02;1439.67;1000600;;;900
5000;0.4;0.13;100010;169.75;0.74;0.54;0.9977;1.35;0.02;0.14;0;3.96;523.12;0.01;45.29;1000600;;;100.01
5000;0.4;0.4;300000;97.44;0.85;0.8;0.9988;2.1;0.03;0.24;0;6.48;586.63;0.02;250.65;1000600;;;300
5000;0.4;0.66;500000;83.35;0.92;0.91;0.99931;2.64;0.04;0.28;0;8.49;623.32;0.02;507;1000600;;;500
5000;0.4;0.93;700000;79.69;0.97;0.99;0.99964;3.11;0.06;0.29;0;10.43;658.41;0.02;831.3;1000600;;;700
5000;0.4;1.19;900000;79.92;1.02;1.08;0.9999;3.56;0.07;0.29;0;12.39;693.82;0.02;1229.32;1000600;;;900
5000;0.6;0.37;300000;94.22;0.84;0.76;0.9988;2.13;0.03;0.25;0;6.53;589.49;0.01;114.22;1000600;;;300
5000;0.6;0.61;500000;81.2;0.91;0.88;0.99931;2.67;0.04;0.29;0;8.54;627.64;0.02;337.56;1000600;;;500
5000;0.6;0.86;700000;77.24;0.96;0.96;0.99964;3.18;0.05;0.3;0;10.55;658.51;0.02;634.39;1000600;;;700
5000;0.6;1.1;900000;77.69;1.01;1.03;0.9999;3.64;0.07;0.3;0;12.55;692.65;0.02;1009.77;1000600;;;900
6000;0;0.15;100010;164.6;0.74;0.59;0.9977;1.23;0.02;0.14;0;3.64;515.26;0.01;209.25;1000600;;;100.01
6000;0;0.46;300000;95.97;0.86;0.85;0.9988;1.93;0.03;0.24;0;6.03;580.12;0.02;510.47;1000600;;;300
6000;0;0.77;500000;83.5;0.93;0.95;0.99931;2.45;0.04;0.28;0;8.02;620.51;0.02;853.62;1000600;;;500
6000;0;1.08;700000;81.59;0.99;1.05;0.99964;2.89;0.06;0.28;0;9.93;663.89;0.02;1262.24;1000600;;;700
6000;0.2;0.15;100010;163.63;0.74;0.58;0.9977;1.23;0.02;0.14;0;3.64;516.17;0.01;131.69;1000600;;;100.01
6000;0.2;0.46;300000;95.4;0.86;0.84;0.9988;1.93;0.03;0.24;0;6.04;580.82;0.02;388.5;1000600;;;300
6000;0.2;0.76;500000;82.95;0.93;0.95;0.99931;2.46;0.04;0.28;0;8.03;620.49;0.02;699.45;1000600;;;500
6000;0.2;1.06;700000;81.01;0.99;1.04;0.99964;2.91;0.06;0.29;0;9.96;662.97;0.02;1081.52;1000600;;;700
6000;0.4;0.14;100010;160.66;0.74;0.56;0.9977;1.24;0.02;0.14;0;3.65;518.8;0.01;53.57;1000600;;;100.01
6000;0.4;0.43;300000;93.73;0.85;0.82;0.9988;1.95;0.03;0.25;0;6.06;582.88;0.02;266.34;1000600;;;300
6000;0.4;0.72;500000;81.46;0.92;0.93;0.99931;2.49;0.04;0.28;0;8.08;621.06;0.02;545.99;1000600;;;500
6000;0.4;1.01;700000;79.55;0.98;1.02;0.99964;2.96;0.06;0.29;0;10.04;661.58;0.02;903.98;1000600;;;700
6000;0.6;0.4;300000;90.81;0.84;0.78;0.9988;1.98;0.03;0.26;0;6.11;585.67;0.02;141.46;1000600;;;300
6000;0.6;0.67;500000;79.48;0.91;0.9;0.99931;2.53;0.04;0.29;0;8.13;625.12;0.02;388.26;1000600;;;500
6000;0.6;0.93;700000;77.3;0.97;0.99;0.99964;3.03;0.05;0.3;0;10.16;661.21;0.02;721.65;1000600;;;700
6000;0.6;1.2;900000;79.04;1.02;1.08;0.9999;3.5;0.07;0.29;0;12.23;699.23;0.02;1155.96;1000600;;;900
7000;0;0.17;100010;155.96;0.73;0.61;0.9977;1.12;0.02;0.15;0;3.35;511.76;0.02;201.7;1000600;;;100.01
7000;0;0.51;300000;92.41;0.86;0.86;0.9988;1.8;0.03;0.25;0;5.65;576.5;0.02;507.52;1000600;;;300
7000;0;0.85;500000;82.41;0.94;0.98;0.99931;2.31;0.04;0.28;0;7.64;622.08;0.02;875.3;1000600;;;500
7000;0;1.19;700000;82.76;1.01;1.08;0.99964;2.72;0.06;0.28;0;9.54;675.58;0.02;1317.68;1000600;;;700
7000;0.2;0.17;100010;155.06;0.73;0.6;0.9977;1.12;0.02;0.15;0;3.35;512.49;0.02;131.71;1000600;;;100.01
7000;0.2;0.5;300000;91.94;0.86;0.85;0.9988;1.8;0.03;0.25;0;5.66;577.32;0.02;395.63;1000600;;;300
7000;0.2;0.84;500000;81.91;0.94;0.97;0.99931;2.32;0.04;0.28;0;7.66;621.92;0.02;732.54;1000600;;;500
7000;0.2;1.17;700000;82.12;1;1.07;0.99964;2.75;0.06;0.28;0;9.58;673.31;0.02;1153.62;1000600;;;700
7000;0.4;0.16;100010;152.39;0.73;0.57;0.9977;1.13;0.02;0.15;0;3.36;514.88;0.01;61.2;1000600;;;100.01
7000;0.4;0.47;300000;90.47;0.85;0.83;0.9988;1.82;0.03;0.26;0;5.68;579.52;0.02;283.48;1000600;;;300
7000;0.4;0.79;500000;80.39;0.93;0.95;0.99931;2.36;0.04;0.29;0;7.7;621.69;0.02;589.71;1000600;;;500
7000;0.4;1.11;700000;80.29;0.99;1.06;0.99964;2.82;0.06;0.29;0;9.69;668.26;0.02;992.25;1000600;;;700
7000;0.6;0.44;300000;87.83;0.84;0.8;0.9988;1.84;0.03;0.26;0;5.72;582.45;0.02;168.97;1000600;;;300
7000;0.6;0.73;500000;78.21;0.92;0.92;0.99931;2.4;0.04;0.3;0;7.78;623.39;0.02;444.04;1000600;;;500
7000;0.6;1.02;700000;78.02;0.98;1.02;0.99964;2.89;0.05;0.3;0;9.83;665.87;0.02;825.23;1000600;;;700
8000;0;0.19;100010;147.96;0.73;0.63;0.9977;1.02;0.01;0.16;0;3.08;508.13;0.02;194.52;1000600;;;100.01
8000;0;0.57;300000;89.44;0.86;0.87;0.9988;1.68;0.03;0.26;0;5.31;573.84;0.02;509.31;1000600;;;300
8000;0;0.95;500000;82.06;0.95;1.01;0.99931;2.18;0.04;0.28;0;7.3;626.53;0.02;904.56;1000600;;;500
8000;0;1.33;700000;85.45;1.03;1.12;0.99964;2.54;0.06;0.27;0;9.18;695.87;0.03;1388.91;1000600;;;700
8000;0.2;0.19;100010;147.17;0.72;0.62;0.9977;1.03;0.01;0.16;0;3.08;508.89;0.02;131.53;1000600;;;100.01
8000;0.2;0.56;300000;88.99;0.86;0.87;0.9988;1.68;0.03;0.26;0;5.32;574.42;0.02;406.44;1000600;;;300
8000;0.2;0.93;500000;81.51;0.95;1;0.99931;2.19;0.04;0.28;0;7.32;625.62;0.02;772.91;1000600;;;500
8000;0.2;1.3;700000;84.72;1.03;1.11;0.99964;2.57;0.06;0.27;0;9.23;692.26;0.03;1240.54;1000600;;;700
8000;0.4;0.17;100010;144.8;0.72;0.59;0.9977;1.03;0.01;0.16;0;3.09;511.06;0.02;68.12;1000600;;;100.01
8000;0.4;0.52;300000;87.69;0.86;0.85;0.9988;1.7;0.03;0.26;0;5.34;576.68;0.02;303.27;1000600;;;300
8000;0.4;0.87;500000;80.04;0.94;0.98;0.99931;2.23;0.04;0.29;0;7.38;624.37;0.02;642.13;1000600;;;500
8000;0.4;1.22;700000;82.71;1.02;1.09;0.99964;2.65;0.06;0.28;0;9.38;683.57;0.02;1099.41;1000600;;;700
8000;0.6;0.16;100010;140.96;0.71;0.55;0.9977;1.04;0.01;0.16;0;3.1;515.19;0.02;3.5;1000600;;;100.01
8000;0.6;0.48;300000;85.4;0.85;0.82;0.9988;1.72;0.03;0.27;0;5.37;579.98;0.02;198.42;1000600;;;300
8000;0.6;0.8;500000;77.77;0.93;0.95;0.99931;2.28;0.04;0.3;0;7.46;624.24;0.02;507.08;1000600;;;500
8000;0.6;1.13;700000;79.92;1;1.06;0.99964;2.77;0.06;0.29;0;9.58;674.71;0.02;953.69;1000600;;;700
0;0;0.11;100050;240.08;0.8;0.49;0.9977;1.91;0.02;0.1;10;5.7;558.11;0.01;254.83;1000600;;;100.05
0;0;0.34;300080;128.18;0.88;0.74;0.9988;2.86;0.04;0.18;10;8.93;624.05;0.01;563.6;1000600;;;300.08
0;0;0.56;500010;103.3;0.93;0.87;0.99931;3.45;0.05;0.22;10;11.16;659.33;0.02;842.48;1000600;;;500.01
0;0;0.78;700000;92.22;0.97;0.94;0.99964;3.94;0.06;0.25;10;13.1;684.17;0.02;1126.91;1000600;;;700
0;0;1;900000;86.47;1;0.99;0.9999;4.4;0.08;0.27;10;14.95;705.21;0.02;1435.73;1000600;;;900
0;0.2;0.11;100020;237.27;0.79;0.49;0.9977;1.92;0.02;0.1;10;5.71;558.54;0.01;122.95;1000600;;;100.02
0;0.2;0.33;300000;127.08;0.88;0.73;0.9988;2.87;0.04;0.18;10;8.94;624.57;0.01;365.85;1000600;;;300
0;0.2;0.55;500000;102.56;0.92;0.86;0.99931;3.46;0.05;0.23;10;11.18;660.13;0.02;603.96;1000600;;;500
0;0.2;0.77;700000;91.67;0.96;0.93;0.99964;3.95;0.06;0.25;10;13.12;685.2;0.02;854.67;1000600;;;700
0;0.2;0.99;900000;85.93;1;0.98;0.9999;4.41;0.08;0.27;10;14.98;705.84;0.02;1132.98;1000600;;;900
0;0.2;1.21;1100000;83.32;1.03;1.03;1.0001;4.82;0.09;0.28;10;16.77;727.94;0.02;1439.2;1000600;;;1100
0;0.4;0.31;300000;123.65;0.87;0.71;0.9988;2.91;0.04;0.19;10;8.98;626.29;0.01;165.72;1000600;;;300
0;0.4;0.52;500000;100.29;0.92;0.83;0.99931;3.5;0.05;0.23;10;11.23;662.41;0.02;363.67;1000600;;;500
0;0.4;0.73;700000;89.88;0.96;0.91;0.99964;3.99;0.06;0.26;10;13.17;687.55;0.02;581.24;1000600;;;700
0;0.4;0.94;900000;84.4;0.99;0.96;0.9999;4.45;0.08;0.27;10;15.04;708.41;0.02;828.89;1000600;;;900
0;0.4;1.14;1100000;81.57;1.02;1.01;1.0001;4.89;0.09;0.28;10;16.88;728.09;0.02;1110.06;1000600;;;1100
0;0.6;0.49;500000;96.34;0.91;0.78;0.99931;3.56;0.05;0.24;10;11.31;665.47;0.02;116.54;1000600;;;500
0;0.6;0.68;700000;86.82;0.95;0.87;0.99964;4.05;0.06;0.27;10;13.26;691.44;0.02;301.45;1000600;;;700
0;0.6;0.87;900000;81.91;0.98;0.93;0.9999;4.51;0.07;0.28;10;15.13;713;0.02;518.59;1000600;;;900
0;0.6;1.07;1100000;79.21;1.01;0.98;1.0001;4.96;0.09;0.29;10;17.01;731.89;0.02;771.12;1000600;;;1100
1000;0;0.12;100020;225.9;0.79;0.51;0.9977;1.77;0.02;0.1;10;5.3;554.62;0.01;245.92;1000600;;;100.02
1000;0;0.36;300000;121.92;0.88;0.77;0.9988;2.67;0.04;0.19;10;8.35;620.24;0.02;550.41;1000600;;;300
1000;0;0.59;500000;99.01;0.93;0.88;0.99931;3.24;0.05;0.23;10;10.5;655.18;0.02;830.62;1000600;;;500
1000;0;0.83;700000;89.05;0.97;0.95;0.99964;3.73;0.06;0.26;10;12.41;680.2;0.02;1126.01;1000600;;;700
1000;0;1.07;900000;84.64;1.01;1.01;0.9999;4.16;0.08;0.27;10;14.24;704.79;0.02;1449.93;1000600;;;900
1000;0.2;0.12;100020;223.43;0.79;0.5;0.9977;1.78;0.02;0.1;10;5.31;555.1;0.01;124.77;1000600;;;100.02
1000;0.2;0.35;300000;120.91;0.88;0.76;0.9988;2.68;0.04;0.19;10;8.37;620.78;0.02;367.73;1000600;;;300
1000;0.2;0.58;500000;98.35;0.93;0.87;0.99931;3.25;0.05;0.24;10;10.52;656.03;0.02;609.29;1000600;;;500
1000;0.2;0.81;700000;88.56;0.97;0.94;0.99964;3.74;0.06;0.26;10;12.43;681.26;0.02;871.64;1000600;;;700
1000;0.2;1.04;900000;84.04;1;1;0.9999;4.18;0.08;0.28;10;14.27;704.81;0.02;1167.61;1000600;;;900
1000;0.4;0.11;100020;215.66;0.78;0.48;0.9977;1.81;0.02;0.11;10;5.34;556.32;0.01;1.03;1000600;;;100.02
1000;0.4;0.33;300000;117.85;0.87;0.72;0.9988;2.71;0.04;0.2;10;8.41;622.39;0.01;183.08;1000600;;;300
1000;0.4;0.55;500000;96.31;0.92;0.85;0.99931;3.28;0.05;0.24;10;10.56;658.37;0.02;386.62;1000600;;;500
1000;0.4;0.77;700000;87.05;0.96;0.93;0.99964;3.76;0.06;0.27;10;12.47;684.3;0.02;616.4;1000600;;;700
1000;0.4;0.99;900000;82.4;1;0.98;0.9999;4.23;0.07;0.28;10;14.35;705.97;0.02;884.1;1000600;;;900
