Alt (m);Mach number;Throttle;Power (W);SFC (gr/MJ);PCN HP;PCN LP;PCN PT;Inlet airflow (kg/s);Fuel flow (kg/s);eta;ISA dev C;P3 (bar);T3 (K);FAR;Residual thrust (N);;;Power (kW)
0;0.2;0.745526839;1500000;74.1622;0.95986;0.93864;0.99982;6.8327;0.11124;0.3126786;-10;14.37;640.9;0.01809;1610.56;;;1500
0;0.2;0.795228628;1600000;73.3809;0.96766;0.95442;0.99989;7.0345;0.11741;0.3160078;-10;14.905;646.74;0.018545;1740.7;;;1600
0;0.2;0.844930417;1700000;72.7412;0.97536;0.9694;0.99995;7.2321;0.12366;0.318787;-10;15.435;652.51;0.018999;1874.38;;;1700
0;0.2;0.894632207;1800000;72.293;0.98357;0.98171;1;7.4165;0.13013;0.3207634;-10;15.952;658.68;0.019495;2010.28;;;1800
0;0.2;0.944333996;1900000;71.957;0.99164;0.99405;1.0001;7.601;0.13672;0.322261;-10;16.472;664.74;0.019986;2151.55;;;1900
0;0.2;0.994035785;2000000;71.6945;0.99951;1.0064;1.0001;7.7847;0.14339;0.3234409;-10;16.992;670.64;0.020466;2296.99;;;2000
0;0.2;1.043737575;2100000;71.5033;1.0073;1.0195;1.0002;7.9655;0.15016;0.3243055;-10;17.51;676.5;0.020946;2446;;;2100
0;0.3;0.097252881;200020;165.6059;0.77202;0.48103;0.99781;3.1654;0.033125;0.1400248;-10;5.754;514.45;0.011628;84.5;;;200.02
0;0.3;0.145874459;300020;133.1274;0.8025;0.5618;0.99822;3.6616;0.03994;0.174186;-10;6.7904;537.48;0.01212;171.05;;;300.02
0;0.3;0.194491175;400010;114.8622;0.82064;0.62938;0.9985;4.0861;0.045946;0.2018848;-10;7.6797;552.49;0.012494;258.64;;;400.01
0;0.3;0.243107891;500000;103.8827;0.83807;0.68148;0.99873;4.4372;0.051942;0.2232224;-10;8.4575;565.54;0.013007;348.12;;;500
0;0.3;0.29172947;600000;96.5942;0.85495;0.72239;0.99891;4.7417;0.057957;0.2400654;-10;9.1642;577.32;0.013581;439.73;;;600
0;0.3;0.340351048;700000;91.2715;0.87071;0.7627;0.99906;5.0183;0.06389;0.2540655;-10;9.8231;587.61;0.014144;533.37;;;700
0;0.3;0.388972626;800000;87.1226;0.88254;0.7954;0.99919;5.2812;0.069698;0.2661643;-10;10.451;596.55;0.014664;628.94;;;800
0;0.3;0.437594204;900000;83.8792;0.89371;0.822;0.99931;5.525;0.075491;0.2764564;-10;11.048;604.43;0.015181;726.58;;;900
0;0.3;0.486215783;1000000;81.2649;0.90444;0.84417;0.99942;5.7606;0.081265;0.2853499;-10;11.628;611.78;0.015675;827.15;;;1000
0;0.3;0.534837361;1100000;79.1379;0.91512;0.86516;0.99951;5.9871;0.087052;0.2930191;-10;12.193;618.52;0.016156;930.78;;;1100
0;0.3;0.583458939;1200000;77.4054;0.92635;0.88427;0.9996;6.2053;0.092887;0.2995776;-10;12.746;625.03;0.016632;1037.57;;;1200
0;0.3;0.632080517;1300000;75.9316;0.93706;0.90286;0.99968;6.421;0.098711;0.3053924;-10;13.294;631.15;0.017081;1147.92;;;1300
0;0.3;0.680702096;1400000;74.6723;0.94709;0.91637;0.99975;6.6385;0.10454;0.3105426;-10;13.843;636.73;0.017498;1263.04;;;1400
0;0.3;0.729323674;1500000;73.6244;0.95684;0.92984;0.99982;6.8564;0.11044;0.3149624;-10;14.393;642.03;0.017898;1383.28;;;1500
0;0.3;0.777945252;1600000;72.814;0.96585;0.94524;0.99989;7.0648;0.1165;0.3184683;-10;14.936;647.56;0.018323;1507.7;;;1600
0;0.3;0.82656683;1700000;72.1767;0.97335;0.96051;0.99995;7.265;0.1227;0.32128;-10;15.469;653.21;0.018766;1635.17;;;1700
0;0.3;0.875188409;1800000;71.6627;0.98083;0.97482;1;7.4602;0.12899;0.3235843;-10;15.997;658.84;0.019212;1766.14;;;1800
0;0.3;0.923809987;1900000;71.351;0.98888;0.98689;1.0001;7.6453;0.13557;0.3249979;-10;16.519;664.91;0.019703;1901.74;;;1900
0;0.3;0.972431565;2000000;71.1104;0.99673;0.9989;1.0001;7.8293;0.14222;0.3260975;-10;17.04;670.82;0.020184;2041.44;;;2000
0;0.3;1.021053143;2100000;70.9238;1.0044;1.0109;1.0002;8.0125;0.14894;0.3269553;-10;17.561;676.58;0.020654;2184.96;;;2100
0;0.4;0.141558932;300020;130.8443;0.79882;0.54699;0.99822;3.6874;0.039256;0.1772254;-10;6.812;538.89;0.011829;47.33;;;300.02
0;0.4;0.188737379;400010;113.1421;0.81784;0.61216;0.9985;4.1093;0.045258;0.2049541;-10;7.6996;554.15;0.012237;121.08;;;400.01
0;0.4;0.235915825;500000;102.2758;0.83436;0.66559;0.99873;4.4662;0.051138;0.2267294;-10;8.4824;566.8;0.012723;198.77;;;500
0;0.4;0.28309899;600000;95.0954;0.8506;0.70414;0.99891;4.7749;0.057057;0.2438491;-10;9.193;578.33;0.013278;280.26;;;600
0;0.4;0.330282155;700000;89.9222;0.86604;0.74447;0.99906;5.0515;0.062946;0.2578778;-10;9.851;588.62;0.013845;364.48;;;700
0;0.4;0.37746532;800000;85.9585;0.87994;0.77911;0.99919;5.3125;0.068767;0.269769;-10;10.48;597.83;0.014383;451.86;;;800
0;0.4;0.424648485;900000;82.8138;0.89097;0.80651;0.99931;5.5564;0.074532;0.2800129;-10;11.076;605.8;0.014905;541.39;;;900
0;0.4;0.47183165;1000000;80.2626;0.90143;0.831;0.99942;5.7935;0.080263;0.2889133;-10;11.66;613.18;0.015394;634.46;;;1000
0;0.4;0.519014816;1100000;78.2162;0.91165;0.85138;0.99951;6.0192;0.086038;0.2964724;-10;12.224;619.98;0.015883;730.69;;;1100
0;0.4;0.566197981;1200000;76.5175;0.92192;0.8711;0.9996;6.2397;0.091821;0.3030541;-10;12.78;626.39;0.016351;830.53;;;1200
0;0.4;0.613381146;1300000;75.1089;0.93258;0.88925;0.99968;6.454;0.097642;0.3087374;-10;13.327;632.61;0.01681;933.8;;;1300
0;0.4;0.660564311;1400000;73.9571;0.94291;0.90761;0.99975;6.6676;0.10354;0.3135459;-10;13.878;638.59;0.01725;1042.91;;;1400
0;0.4;0.707747476;1500000;72.9391;0.95259;0.92061;0.99982;6.8842;0.10941;0.3179217;-10;14.424;643.98;0.017659;1155.14;;;1500
0;0.4;0.754930641;1600000;72.0862;0.96199;0.93353;0.99989;7.0998;0.11534;0.3216834;-10;14.973;649.13;0.018051;1272.72;;;1600
0;0.4;0.802113806;1700000;71.4046;0.97082;0.94781;0.99995;7.3091;0.12139;0.3247541;-10;15.516;654.36;0.018454;1394.3;;;1700
0;0.4;0.849296971;1800000;70.8995;0.97809;0.96242;1;7.5073;0.12762;0.3270675;-10;16.047;659.85;0.018889;1519.34;;;1800
0;0.4;0.896480136;1900000;70.504;0.98515;0.97719;1.0001;7.7073;0.13396;0.3289022;-10;16.585;665.2;0.019312;1650.21;;;1900
